league,season,game,team,player,jersey_number,nation,pos,age,min,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,cmp%,prgp,carries,prgc,succ,league_misc,season_misc,jersey_number_misc,nation_misc,pos_misc,age_misc,min_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int_misc,tklw,pkwon,pkcon,og,recov,won,lost,won%,date
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Adrián de la Fuente,4,ESP,CB,26-209,90,0,0,0,0,1,0,0,0,58,0,1,1,0.1,0.1,0.0,0,0,49,50,98.0,4,39,1,0,ESP-La Liga,2526,4,ESP,CB,26-209,90,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Brugui,7,ESP,"RM,LM",28-323,26,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,14,0,0,ESP-La Liga,2526,7,ESP,"RM,LM",28-323,26,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Carlos Álvarez,24,ESP,RM,22-048,73,0,0,0,0,2,1,0,0,43,2,0,0,0.2,0.2,0.1,5,0,25,29,86.2,8,28,1,0,ESP-La Liga,2526,24,ESP,RM,22-048,73,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Diego Pampín,6,ESP,LB,25-192,90,0,0,0,0,0,0,0,0,56,2,3,0,0.0,0.0,0.0,2,0,40,44,90.9,3,36,1,1,ESP-La Liga,2526,6,ESP,LB,25-192,90,0,0,0,1,2,0,0,3,1,0,0,0,6,1,1,50.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Goduine Koyalipou,15,CTA,FW,25-220,17,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,1,2,0,0,ESP-La Liga,2526,15,CTA,FW,25-220,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Iker Losada,18,ESP,FW,24-053,17,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,4,7,57.1,0,6,0,0,ESP-La Liga,2526,18,ESP,FW,24-053,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Iván Romero,9,ESP,FW,24-166,73,0,0,0,0,2,0,0,0,30,1,1,1,0.3,0.3,0.0,1,1,14,18,77.8,1,20,1,1,ESP-La Liga,2526,9,ESP,FW,24-166,73,0,0,0,3,3,0,0,1,0,0,0,0,2,1,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Jeremy Toljan,22,GER,RB,31-046,90,0,0,0,0,0,0,0,0,62,1,2,2,0.0,0.0,0.1,2,0,40,52,76.9,4,42,0,0,ESP-La Liga,2526,22,GER,RB,31-046,90,0,0,0,1,1,0,1,2,1,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,José Luis Morales,11,ESP,LM,38-062,17,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,8,1,0,ESP-La Liga,2526,11,ESP,LM,38-062,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Karl Etta Eyong,21,CMR,FW,21-344,73,1,0,0,0,4,1,0,0,35,4,0,2,0.9,0.9,0.0,1,0,12,15,80.0,0,16,0,0,ESP-La Liga,2526,21,CMR,FW,21-344,73,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,75.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Kervin Arriaga,16,HON,CM,27-261,26,0,0,0,0,0,0,0,0,17,3,0,0,0.0,0.0,0.0,0,0,13,14,92.9,0,13,1,0,ESP-La Liga,2526,16,HON,CM,27-261,26,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Mathew Ryan,13,AUS,GK,33-168,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,28,34,82.4,0,27,0,0,ESP-La Liga,2526,13,AUS,GK,33-168,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Olasagasti,8,ESP,LM,25-038,64,0,0,0,0,2,0,0,0,27,1,0,0,0.1,0.1,0.0,1,0,16,20,80.0,0,20,1,1,ESP-La Liga,2526,8,ESP,LM,25-038,64,0,0,0,2,1,0,2,0,0,0,0,0,4,1,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Oriol Rey,20,ESP,CM,27-210,90,0,0,0,0,0,0,0,0,61,1,0,2,0.0,0.0,0.1,2,0,50,54,92.6,8,45,1,0,ESP-La Liga,2526,20,ESP,CM,27-210,90,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Unai Elgezabal,5,ESP,CB,32-151,90,0,0,0,0,0,0,1,0,50,0,0,1,0.0,0.0,0.1,1,0,48,49,98.0,1,33,0,0,ESP-La Liga,2526,5,ESP,CB,32-151,90,1,0,0,2,0,0,0,0,0,0,1,0,4,2,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Levante,Unai Vencedor Paris,12,ESP,CM,24-312,64,0,0,0,0,0,0,0,0,37,2,0,0,0.0,0.0,0.4,3,0,26,33,78.8,3,26,0,0,ESP-La Liga,2526,12,ESP,CM,24-312,64,0,0,0,2,2,0,1,0,1,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Arda Güler,15,TUR,"AM,WB",20-210,90,0,1,0,0,2,1,0,0,67,3,1,0,0.1,0.1,1.2,8,3,46,51,90.2,9,47,6,2,ESP-La Liga,2526,15,TUR,"AM,WB",20-210,90,0,0,0,1,1,0,2,1,2,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Aurélien Tchouaméni,14,FRA,CM,25-239,20,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,24,26,92.3,2,8,0,0,ESP-La Liga,2526,14,FRA,CM,25-239,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Dani Ceballos,19,ESP,CM,29-047,81,0,0,0,0,1,0,0,0,101,5,2,2,0.0,0.0,0.1,4,0,89,91,97.8,8,59,1,0,ESP-La Liga,2526,19,ESP,CM,29-047,81,0,0,0,0,4,0,1,2,2,0,0,0,8,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,David Alaba,4,AUT,CB,33-091,9,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,16,17,94.1,1,9,1,0,ESP-La Liga,2526,4,AUT,CB,33-091,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Dean Huijsen,24,ESP,CB,20-162,90,0,0,0,0,1,0,0,0,84,3,0,2,0.0,0.0,0.0,0,0,69,78,88.5,6,53,0,0,ESP-La Liga,2526,24,ESP,CB,20-162,90,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Eduardo Camavinga,6,FRA,CM,22-317,9,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,0,0,14,16,87.5,2,11,1,0,ESP-La Liga,2526,6,FRA,CM,22-317,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Federico Valverde,8,URU,CM,27-063,70,0,1,0,0,1,1,0,0,63,0,0,1,0.0,0.0,0.1,4,1,54,57,94.7,6,36,2,1,ESP-La Liga,2526,8,URU,CM,27-063,70,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Fran Garcia,20,ESP,WB,26-040,90,0,0,0,0,1,0,0,0,83,3,1,2,0.0,0.0,0.0,2,0,60,73,82.2,0,46,3,0,ESP-La Liga,2526,20,ESP,WB,26-040,90,0,0,0,1,1,0,5,1,0,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Franco Mastantuono,30,ARG,WB,18-040,70,1,0,0,0,5,1,0,0,44,2,0,0,0.8,0.8,0.0,1,0,24,28,85.7,3,26,2,0,ESP-La Liga,2526,30,ARG,WB,18-040,70,0,0,0,3,2,0,1,0,1,0,0,0,4,1,2,33.3,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Jude Bellingham,5,ENG,AM,22-086,20,0,0,0,0,1,0,0,0,34,1,0,0,0.2,0.2,0.1,3,0,29,32,90.6,2,18,1,0,ESP-La Liga,2526,5,ENG,AM,22-086,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Kylian Mbappé,10,FRA,FW,26-277,81,2,0,1,1,3,1,0,0,44,0,0,1,1.8,1.0,0.1,6,2,32,34,94.1,5,25,3,2,ESP-La Liga,2526,10,FRA,FW,26-277,81,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Raúl Asencio,17,ESP,CB,22-222,90,0,0,0,0,0,0,0,0,65,2,0,2,0.0,0.0,0.0,1,0,55,56,98.2,5,36,1,0,ESP-La Liga,2526,17,ESP,CB,22-222,90,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Rodrygo,11,BRA,FW,24-257,9,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.3,1,0,8,9,88.9,2,8,1,0,ESP-La Liga,2526,11,BRA,FW,24-257,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Thibaut Courtois,1,BEL,GK,33-135,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,19,27,70.4,0,21,0,0,ESP-La Liga,2526,1,BEL,GK,33-135,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Vinicius Júnior,7,BRA,"AM,FW",25-073,90,1,1,0,0,7,5,0,0,53,1,0,0,0.9,0.9,0.2,8,1,32,39,82.1,6,39,6,4,ESP-La Liga,2526,7,BRA,"AM,FW",25-073,90,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Levante-Real Madrid,Real Madrid,Álvaro Carreras,18,ESP,CB,22-184,81,0,0,0,0,0,0,1,0,102,1,2,1,0.0,0.0,0.3,1,1,83,91,91.2,7,54,0,2,ESP-La Liga,2526,18,ESP,CB,22-184,81,1,0,0,0,2,0,0,2,0,0,0,0,16,1,4,20.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Adams Akor,9,NGA,FW,25-237,90,0,0,0,0,2,0,0,0,16,1,0,0,0.3,0.3,0.0,0,0,6,10,60.0,0,6,1,1,ESP-La Liga,2526,9,NGA,FW,25-237,90,0,0,0,4,1,0,0,0,1,0,0,0,1,2,2,50.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Adnan Januzaj,24,BEL,RW,30-230,58,0,0,0,0,1,0,0,0,40,1,0,0,0.1,0.1,0.0,3,1,25,33,75.8,8,29,4,3,ESP-La Liga,2526,24,BEL,RW,30-230,58,0,0,0,2,3,0,6,0,1,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Alexis Sánchez,10,CHI,LW,36-278,36,0,0,0,0,1,0,0,0,25,0,0,0,0.0,0.0,0.1,2,0,13,19,68.4,2,14,1,0,ESP-La Liga,2526,10,CHI,LW,36-278,36,0,0,0,1,1,0,2,0,0,0,0,0,2,1,1,50.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Batista Mendy,19,FRA,CM,25-254,20,0,0,0,0,2,1,0,0,11,0,0,0,0.1,0.1,0.1,1,0,7,7,100.0,2,9,3,0,ESP-La Liga,2526,19,FRA,CM,25-254,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Carmona,2,ESP,RM,23-237,20,0,0,0,0,0,0,0,0,24,1,1,0,0.0,0.0,0.0,0,0,18,22,81.8,0,7,0,0,ESP-La Liga,2526,2,ESP,RM,23-237,20,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Castrin,32,ESP,CB,22-265,53,0,0,0,0,0,0,0,0,72,3,2,1,0.0,0.0,0.0,0,0,62,62,100.0,2,36,0,0,ESP-La Liga,2526,32,ESP,CB,22-265,53,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,25.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Chidera Ejuke,21,NGA,LW,27-264,54,0,0,0,0,0,0,0,0,32,1,0,1,0.0,0.0,0.1,2,0,16,20,80.0,1,12,0,2,ESP-La Liga,2526,21,NGA,LW,27-264,54,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,César Azpilicueta,3,ESP,CB,36-026,90,0,0,0,0,0,0,0,0,111,1,3,1,0.0,0.0,0.0,6,0,92,102,90.2,4,49,2,0,ESP-La Liga,2526,3,ESP,CB,36-026,90,0,0,0,2,1,0,2,3,1,0,0,0,3,2,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Djibril Sow,20,SUI,CM,28-229,90,1,0,0,0,2,1,0,0,69,2,2,0,0.1,0.1,0.0,3,1,54,60,90.0,14,37,3,0,ESP-La Liga,2526,20,SUI,CM,28-229,90,0,0,0,1,2,0,0,2,2,0,0,0,1,1,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Gabriel Suazo,12,CHI,LM,28-045,90,0,0,0,0,0,0,0,0,92,5,0,0,0.0,0.0,0.2,5,0,72,82,87.8,8,42,4,3,ESP-La Liga,2526,12,CHI,LM,28-045,90,0,0,0,1,1,0,4,0,3,0,0,0,6,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Juanlu Sánchez,16,ESP,RM,22-039,70,0,0,0,0,1,0,0,0,69,1,1,0,0.1,0.1,0.2,3,0,44,61,72.1,2,38,5,2,ESP-La Liga,2526,16,ESP,RM,22-039,70,0,0,0,1,1,0,5,1,0,0,0,0,5,2,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Kike Salas,4,ESP,CB,23-153,90,0,0,0,0,1,0,0,0,95,3,1,0,0.0,0.0,0.0,1,0,74,82,90.2,7,48,1,0,ESP-La Liga,2526,4,ESP,CB,23-153,90,0,0,0,2,0,0,1,1,2,0,0,0,2,2,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Nemanja Gudelj,6,SRB,CM,33-311,70,0,0,0,0,4,0,1,0,34,1,0,1,0.1,0.1,0.1,2,0,20,25,80.0,2,13,1,2,ESP-La Liga,2526,6,SRB,CM,33-311,70,1,0,0,1,1,0,1,0,1,0,0,0,1,2,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Odysseas Vlachodimos,1,GRE,GK,31-150,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,27,32,84.4,0,15,0,0,ESP-La Liga,2526,1,GRE,GK,31-150,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Ruben Vargas,11,SUI,RW,27-049,32,0,0,0,0,2,0,0,0,25,1,0,0,0.1,0.1,0.0,2,0,16,21,76.2,1,13,3,1,ESP-La Liga,2526,11,SUI,RW,27-049,32,0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Sevilla,Tanguy Nianzou,5,FRA,CB,23-108,37,0,0,0,0,0,0,0,0,18,2,0,0,0.0,0.0,0.0,0,0,11,13,84.6,0,10,0,0,ESP-La Liga,2526,5,FRA,CB,23-108,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Alberto Moleiro,20,ESP,"FW,LW",21-358,68,0,0,0,0,1,0,0,0,27,1,0,0,0.2,0.2,0.1,4,0,17,20,85.0,2,14,3,3,ESP-La Liga,2526,20,ESP,"FW,LW",21-358,68,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Alfonso Pedraza,24,ESP,LM,29-167,62,0,0,0,0,2,0,1,0,31,3,1,3,0.1,0.1,0.0,3,0,7,15,46.7,1,14,4,1,ESP-La Liga,2526,24,ESP,LM,29-167,62,1,0,0,3,2,0,2,1,2,0,0,0,0,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Arnau Tenas,25,ESP,GK,24-116,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,14,28,50.0,0,13,0,0,ESP-La Liga,2526,25,ESP,GK,24-116,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Daniel Parejo,10,ESP,CM,36-160,83,0,0,0,0,0,0,0,0,60,4,1,3,0.0,0.0,0.4,2,0,37,49,75.5,4,26,1,0,ESP-La Liga,2526,10,ESP,CM,36-160,83,0,0,0,1,2,0,2,1,4,0,0,0,6,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Georges Mikautadze,9,GEO,FW,24-327,22,0,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.4,2,2,2,4,50.0,0,4,1,2,ESP-La Liga,2526,9,GEO,FW,24-327,22,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Manor Solomon,6,ISR,LB,26-061,7,1,0,0,0,1,1,0,0,4,0,0,1,0.4,0.4,0.0,0,0,0,1,0.0,0,1,0,0,ESP-La Liga,2526,6,ISR,LB,26-061,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Nicolas Pépé,19,CIV,FW,30-117,22,0,0,0,0,1,1,0,0,9,1,1,0,0.4,0.4,0.0,0,0,7,7,100.0,0,5,1,0,ESP-La Liga,2526,19,CIV,FW,30-117,22,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Pape Gueye,18,SEN,"CM,LM",26-242,90,0,0,0,0,0,0,1,0,50,2,2,1,0.0,0.0,0.1,2,0,34,41,82.9,5,26,0,1,ESP-La Liga,2526,18,SEN,"CM,LM",26-242,90,1,0,0,1,4,0,0,2,2,0,0,0,6,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Rafa Marín,4,ESP,CB,23-127,90,0,0,0,0,0,0,1,0,39,2,0,1,0.0,0.0,0.0,1,1,25,30,83.3,1,19,0,0,ESP-La Liga,2526,4,ESP,CB,23-127,90,1,0,0,2,0,1,0,0,1,0,0,0,2,1,2,33.3,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Renato Veiga,12,POR,CB,22-056,90,0,0,0,0,1,1,0,0,59,0,0,1,0.0,0.0,0.0,0,0,41,45,91.1,4,26,0,0,ESP-La Liga,2526,12,POR,CB,22-056,90,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,50.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Santi Comesaña,14,ESP,RM,28-353,28,0,0,0,0,1,0,0,0,16,0,0,1,0.0,0.0,0.2,2,0,12,14,85.7,1,5,0,0,ESP-La Liga,2526,14,ESP,RM,28-353,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Santiago Mouriño,15,URU,RB,23-222,90,0,0,0,0,1,0,0,0,52,3,2,0,0.1,0.1,0.0,1,0,33,39,84.6,5,12,0,1,ESP-La Liga,2526,15,URU,RB,23-222,90,0,0,0,2,0,0,1,2,3,0,0,0,5,2,1,66.7,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Sergi Cardona,23,ESP,LB,26-077,83,0,1,0,0,0,0,0,0,41,0,1,2,0.0,0.0,0.4,4,1,30,35,85.7,2,13,2,0,ESP-La Liga,2526,23,ESP,LB,26-077,83,0,0,0,3,1,0,0,1,0,0,0,0,4,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Tajon Buchanan,17,CAN,"RM,RW",26-227,90,0,0,0,0,1,0,0,0,35,0,1,1,0.0,0.0,0.0,1,0,15,19,78.9,2,23,3,1,ESP-La Liga,2526,17,CAN,"RM,RW",26-227,90,0,0,0,0,4,1,1,1,0,0,0,0,10,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Tani Oluwaseyi,21,CAN,FW,25-131,68,1,0,0,0,3,2,0,0,21,2,0,1,0.8,0.8,0.0,1,0,5,7,71.4,0,6,1,1,ESP-La Liga,2526,21,CAN,FW,25-131,68,0,0,0,0,0,1,0,0,2,0,0,0,0,2,5,28.6,2025-09-23
ESP-La Liga,2526,2025-09-23 Sevilla-Villarreal,Villarreal,Thomas Partey,16,GHA,CM,32-102,7,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,ESP-La Liga,2526,16,GHA,CM,32-102,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,2025-09-23
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Antoine Griezmann,7,FRA,FW,34-187,78,0,0,0,0,2,1,0,0,54,0,0,0,0.1,0.1,0.0,2,0,36,47,76.6,4,42,2,0,ESP-La Liga,2526,7,FRA,FW,34-187,78,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Conor Gallagher,4,ENG,CM,25-230,81,0,0,0,0,0,0,0,0,60,1,3,0,0.0,0.0,0.2,3,0,50,54,92.6,5,47,5,1,ESP-La Liga,2526,4,ENG,CM,25-230,81,0,0,0,2,1,0,2,3,1,0,0,0,6,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Dávid Hancko,17,SVK,CB,27-285,90,0,0,0,0,1,0,0,0,72,5,2,0,0.2,0.2,0.0,0,0,48,57,84.2,1,52,2,0,ESP-La Liga,2526,17,SVK,CB,27-285,90,0,0,0,0,0,0,0,2,4,0,0,0,3,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Giacomo Raspadori,22,ITA,"FW,CM",25-218,18,0,0,0,0,1,0,0,0,5,0,0,0,0.4,0.4,0.4,1,0,3,3,100.0,0,6,0,0,ESP-La Liga,2526,22,ITA,"FW,CM",25-218,18,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Giuliano Simeone,20,ARG,RB,22-280,35,0,1,0,0,6,2,0,0,34,1,1,0,1.4,1.4,0.0,4,2,16,21,76.2,1,24,2,1,ESP-La Liga,2526,20,ARG,RB,22-280,35,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,66.7,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Jan Oblak,13,SVN,GK,32-260,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,29,35,82.9,0,26,0,0,ESP-La Liga,2526,13,SVN,GK,32-260,90,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Javi Galán,21,ESP,LB,30-309,72,0,0,0,0,0,0,0,0,48,1,1,2,0.0,0.0,0.0,2,0,29,37,78.4,1,29,2,1,ESP-La Liga,2526,21,ESP,LB,30-309,72,0,0,0,0,2,2,3,1,1,0,0,0,5,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Julián Álvarez,19,ARG,FW,25-236,90,3,0,0,0,4,3,0,0,46,1,0,1,1.2,1.2,0.4,3,0,28,35,80.0,4,24,2,2,ESP-La Liga,2526,19,ARG,FW,25-236,90,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Koke,6,ESP,CM,33-259,55,0,0,0,0,0,0,1,0,69,1,2,0,0.0,0.0,0.0,1,0,57,66,86.4,5,56,1,0,ESP-La Liga,2526,6,ESP,CM,33-259,55,1,0,0,1,1,0,0,2,0,0,0,0,4,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Marc Pubill,18,ESP,CB,22-096,9,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,3,1,11,12,91.7,0,8,0,0,ESP-La Liga,2526,18,ESP,CB,22-096,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2025-09-24
